Bin	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X
Bin89000000	0.532258064516;0.56043956044	0.380952380952;0.373626373626	0	1.0;1.0	0	0	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0	0	0.474074074074;0.573529411765	1.0;1.0	1.0;1.0	0	0	0	0	0	0	1.0;1.0
Bin89250000	1.0;1.0	0	0.553191489362;0.216216216216	1.0;1.0	0	0.990566037736;1.0	0	1.0;1.0	0	0.611111111111;0.53125	0.981818181818;1.0	0	0	0.471428571429;0.40625	0.5;0.375	0.526315789474;0.45652173913	0	0	0	0	0	0	1.0;1.0
Bin89500000	0.571428571429;0.587301587302	0	0.423728813559;0.475409836066	0.462686567164;0.416666666667	0.56338028169;0.666666666667	0.513157894737;0.6	0.524691358025;0.6	0	0.989473684211;1.0	0.368932038835;0.380952380952	1.0;1.0	0.5;0.409523809524	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0
Bin89750000	1.0;1.0	0.6875;0.75	0	0.506172839506;0.518072289157	0.560606060606;0.433962264151	0.321100917431;0.450980392157	1.0;1.0	0	0.548672566372;0.630769230769	0	0.469696969697;0.442953020134	0.282608695652;0.28125	0	1.0;1.0	0.994252873563;0.994475138122	0.56;0.298507462687	0	0	0	0	0	0	0
Bin90000000	1.0;1.0	0	0	1.0;1.0	0.540983606557;0.490196078431	0.414141414141;0.545454545455	1.0;1.0	0	1.0;1.0	0.989304812834;1.0	0.444444444444;0.446428571429	1.0;0.990291262136	1.0;1.0	1.0;1.0	1.0;1.0	0.212121212121;0.25	0	0	0	0	0	0	0
Bin90250000	0.477272727273;0.3125	0.536585365854;0.588235294118	0.441860465116;0.390243902439	0	1.0;1.0	0.551724137931;0.432432432432	0	0	1.0;1.0	0.5;0.53488372093	0	1.0;1.0	0.993243243243;1.0	0.676470588235;0.428571428571	0.3125;0.290322580645	0	0	0	0	0	0	0	0
Bin90500000	0	0	0	0	0	1.0;1.0	0.461538461538;0.553846153846	0	1.0;1.0	0.44262295082;0.585714285714	1.0;1.0	0	0	0.539215686275;0.609523809524	0.485294117647;0.2	0	0	0	0	0	0	0	0.518518518519;0.61038961039
Bin90750000	0	0	0	0.513833992095;0.48	0	0	0.323943661972;0.292929292929	0.532258064516;0.645833333333	0.566666666667;0.736842105263	0.582608695652;0.6	0.563909774436;0.654320987654	0	0.380952380952;0.454545454545	0.542168674699;0.48275862069	0.405063291139;0.7125	0	0	0	0	0	0	0	0
Bin91000000	0	0	0	0	0	0.342342342342;0.397435897436	0	0.438202247191;0.358333333333	0.464285714286;0.577464788732	0.542857142857;0.625	0	0	0	1.0;1.0	0.466666666667;0.666666666667	0	0	0	0	0	0	0	0
Bin91250000	1.0;1.0	0	0	0	0	1.0;1.0	0	0	0.605263157895;0.55	0.494505494505;0.382978723404	0	0.561224489796;0.402597402597	0	0.551724137931;0.513513513514	0.398907103825;0.621794871795	0	0	0	0	0	0	0	0.565217391304;0.424657534247
Bin91500000	1.0;1.0	0.766666666667;0.673913043478	0	0.476923076923;0.5	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0.405405405405;0.4375	0.410714285714;0.589743589744	0.654545454545;0.757575757576	0.452380952381;0.582089552239	1.0;1.0	0.490196078431;0.630136986301	0	0	0	0	0	0	0	0.548387096774;0.421052631579
Bin91750000	1.0;1.0	0.723076923077;0.671052631579	0	0	0	0	0.4;0.494382022472	0.540540540541;0.224489795918	0.485549132948;0.475806451613	0.589743589744;0.617647058824	0	0	0	0.6;0.489795918367	1.0;1.0	0	0	0	0	0	0	0	0.5;0.268817204301
Bin92000000	1.0;1.0	0.581395348837;0.4	0	0.48125;0.439024390244	0.975609756098;1.0	0	0.645833333333;0.535714285714	0.588235294118;0.683333333333	0.511111111111;0.72972972973	0	0	0	1.0;1.0	0.546391752577;0.397058823529	0	0	0	0	0	0	0	0	0
Bin92250000	1.0;1.0	0.461538461538;0.666666666667	0	0	0	0	0	0	0.427807486631;0.5	0	0	0	1.0;1.0	0.5125;0.561643835616	0.509433962264;0.585365853659	0	0	0	0	0	0	0	0
Bin92500000	0.950617283951;0.90625	0	0	0.506493506494;0.622641509434	0	0.446153846154;0.5	0.425373134328;0.545454545455	0	0	0.993333333333;1.0	1.0;1.0	0.471698113208;0.494382022472	0	0.36170212766;0.388888888889	0.405660377358;0.463157894737	0	0	0	0	0	0	0	0.471698113208;0.593220338983
Bin92750000	1.0;1.0	0	0	0	0.396825396825;0.441176470588	0.527777777778;0.571428571429	0.357142857143;0.537037037037	0	0.26164874552;0.30081300813	0.369047619048;0.393939393939	0.578947368421;0.581081081081	0.516129032258;0.684210526316	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0
Bin93000000	1.0;1.0	0	0	0	0	1.0;1.0	0.508771929825;0.398496240602	1.0;1.0	0	0.65625;0.659574468085	0.659090909091;0.48	0.204545454545;0.267857142857	0	0.588888888889;0.606741573034	1.0;1.0	0	0	0	0	0	0	0	0
Bin93250000	1.0;1.0	0	0	0	0	0	1.0;1.0	0.406779661017;0.369565217391	0.474576271186;0.573033707865	0	0.847222222222;0.760869565217	0.311111111111;0.3125	0	0.53164556962;0.5	1.0;1.0	0	0	0	0	0	0	0	0
Bin93500000	1.0;1.0	0	0.386363636364;0.4	0	1.0;1.0	0	0.421875;0.524590163934	0	0.4;0.566666666667	0.582278481013;0.443181818182	1.0;1.0	0	0	0.51724137931;0.309090909091	0.45;0.441860465116	0	0	0	0	0	0	0	0
Bin93750000	0.833333333333;0.869565217391	0	0	0	0.4765625;0.561797752809	0.465753424658;0.46	0	0.492063492063;0.310344827586	0	1.0;1.0	0.560810810811;0.469565217391	0.429824561404;0.553571428571	0.528301886792;0.47619047619	0.494505494505;0.55737704918	0.458823529412;0.642857142857	0	0	0	0	0	0	0	0
Bin94000000	0.46484375;0.510729613734	0	0	0	0.430379746835;0.446428571429	0.457627118644;0.5	0.439252336449;0.56	0	0.507142857143;0.449438202247	0.739726027397;0.791044776119	0.444444444444;0.333333333333	0	0.969696969697;1.0	0.425;0.325	0	0	0	0	0	0	0	0	0
Bin94250000	0.450980392157;0.588235294118	0	0	1.0;1.0	0.59375;0.209302325581	0.491228070175;0.463414634146	0.822222222222;0.932203389831	0	1.0;1.0	0.413953488372;0.440476190476	0.484210526316;0.5	0	0	0.459770114943;0.366197183099	0	0	0	0	0	0	0	0	0
Bin94500000	0.534482758621;0.351351351351	0	0.551724137931;0.4875	0	0.433628318584;0.465753424658	0	0	0.475609756098;0.595238095238	1.0;1.0	0.447368421053;0.44	0.890510948905;0.883720930233	0.506329113924;0.69387755102	0	1.0;0.985074626866	1.0;1.0	0	0	0	0	0	0	0	0
Bin94750000	0.631578947368;0.505050505051	0	0	0	1.0;1.0	0	0.522727272727;0.54609929078	0	0.442307692308;0.566037735849	0.448275862069;0.4375	0.5;0.333333333333	0.535714285714;0.540983606557	0	0.495238095238;0.454545454545	0.466101694915;0.564356435644	0	0	0	0	0	0	0	0
Bin95000000	1.0;1.0	0	0	1.0;1.0	0.820512820513;0.736842105263	0.51724137931;0.475	0.529850746269;0.453125	1.0;1.0	1.0;1.0	1.0;1.0	0	1.0;1.0	1.0;1.0	0.630769230769;0.555555555556	1.0;1.0	0	0	0	0	0	0	0	0
Bin95250000	1.0;0.990909090909	0.511111111111;0.564102564103	0.468085106383;0.488372093023	0	0	0	0	0.404255319149;0.488372093023	0.581818181818;0.34	0.466165413534;0.478260869565	0	0.484848484848;0.69387755102	0.483516483516;0.420289855072	0	0.507092198582;0.630872483221	0	0	0	0	0	0	0	1.0;1.0
Bin95500000	1.0;1.0	0.237288135593;0.305555555556	0	1.0;1.0	0.505555555556;0.581818181818	0	0.56;0.490909090909	1.0;1.0	0.522123893805;0.514563106796	1.0;1.0	0.540540540541;0.387096774194	0.596153846154;0.558823529412	1.0;1.0	0.628205128205;0.524590163934	0	0	0	0	0	0	0	0	0
Bin95750000	0	0.53488372093;0.581395348837	0	0	0	0	0.978723404255;1.0	1.0;1.0	1.0;1.0	0.555555555556;0.529914529915	0.477272727273;0.428571428571	0.462585034014;0.369047619048	1.0;1.0	0.584269662921;0.405063291139	0.525179856115;0.255319148936	0	0	0	0	0	0	0	0
Bin96000000	0	0.456692913386;0.453947368421	0.459016393443;0.418181818182	1.0;1.0	0.394495412844;0.283582089552	0.993827160494;1.0	0	0.427419354839;0.363636363636	0.510638297872;0.475609756098	0.377777777778;0.434782608696	0	1.0;1.0	0.403846153846;0.324324324324	0.492537313433;0.447368421053	0.613636363636;0.625	0	0	0	0	0	0	0	0.44262295082;0.366666666667
Bin96250000	0	1.0;1.0	0	1.0;1.0	0.424528301887;0.392405063291	0	0	0	0.494117647059;0.459183673469	0.514792899408;0.398305084746	0	0.452380952381;0.508771929825	0.463235294118;0.425287356322	0	0	0	0	0	0	0	0	0	0
Bin96500000	0	0.481228668942;0.530674846626	0	0	0.440860215054;0.481012658228	1.0;1.0	0.863636363636;0.917647058824	0.447004608295;0.293617021277	0.983050847458;1.0	0	0	1.0;1.0	0.509615384615;0.51724137931	1.0;1.0	0	0	0	0	0	0	0	0	0
Bin96750000	0.996587030717;0.994791666667	1.0;1.0	0	0	0	0.474576271186;0.456790123457	0.525547445255;0.380952380952	0	0	0.443037974684;0.5	0	0	0	1.0;1.0	0.722222222222;0.304347826087	0	0	0	0	0	0	0	0.246575342466;0.5
Bin97000000	0.566666666667;0.632478632479	1.0;1.0	0.566666666667;0.434782608696	0	0	0.420289855072;0.481012658228	0	1.0;1.0	0.855670103093;0.757575757576	1.0;1.0	0.474576271186;0.372549019608	0.547945205479;0.633663366337	0	0.5;0.411764705882	0	0	0	0	0	0	0	0	0
Bin97250000	0.511363636364;0.64	0.46218487395;0.447852760736	0.879518072289;0.858823529412	0	0	0.522522522523;0.481927710843	0.508928571429;0.510638297872	1.0;1.0	1.0;1.0	1.0;1.0	0	0.511111111111;0.794117647059	0.45871559633;0.566666666667	1.0;1.0	0.477272727273;0.59649122807	0	0	0	0	0	0	0	0
Bin97500000	0.454545454545;0.740740740741	0.267441860465;0.259541984733	1.0;1.0	0	1.0;1.0	1.0;0.983333333333	0.5625;0.515151515152	0.480263157895;0.638888888889	0	0.58064516129;0.512195121951	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0
Bin97750000	0	1.0;1.0	0.582524271845;0.669565217391	0	1.0;1.0	0	1.0;1.0	0.555555555556;0.4	0.52427184466;0.469879518072	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin98000000	1.0;1.0	0.317365269461;0.295081967213	0.492537313433;0.421052631579	0	1.0;1.0	0	1.0;1.0	0	0.425287356322;0.475609756098	1.0;1.0	0	0	1.0;1.0	0	0.464135021097;0.639751552795	0	0	0	0	0	0	0	0
Bin98250000	0.989361702128;1.0	1.0;1.0	0.515625;0.491525423729	0	0	0	0.530201342282;0.479591836735	0.567164179104;0.59649122807	0	1.0;0.986842105263	0	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0
Bin98500000	0	0.477941176471;0.448529411765	0.45652173913;0.557692307692	1.0;1.0	0	0	0.611111111111;0.621212121212	0.453846153846;0.301470588235	1.0;1.0	0	0	1.0;1.0	0	0	0.489361702128;0.439024390244	0	0	0	0	0	0	0	0
Bin98750000	0	0.526315789474;0.531791907514	0	1.0;1.0	0.435483870968;0.341463414634	0	0.47619047619;0.528571428571	0.45;0.474576271186	0	0.462962962963;0.513513513514	0	0.529411764706;0.736842105263	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0
Bin99000000	1.0;1.0	0.5;0.507042253521	0	0.449275362319;0.458823529412	0	0.407079646018;0.481012658228	0.525862068966;0.447916666667	0.551401869159;0.338235294118	1.0;1.0	0.583333333333;0.428571428571	0	0.483443708609;0.287581699346	0.54;0.553191489362	0	0.514285714286;0.352272727273	0	0	0	0	0	0	0	0
Bin99250000	0.483516483516;0.527027027027	0.457943925234;0.441558441558	0	0.56862745098;0.525423728814	0	0.574074074074;0.363636363636	1.0;1.0	1.0;1.0	0.409556313993;0.395721925134	0.41134751773;0.407079646018	0	0	1.0;1.0	1.0;1.0	0.5625;0.655462184874	0	0	0	0	0	0	0	1.0;1.0
Bin99500000	0	1.0;1.0	0	0.519230769231;0.491525423729	0.674418604651;0.685714285714	0.4;0.426229508197	0.34;0.538461538462	0	0.426229508197;0.534246575342	0.377049180328;0.536231884058	0.235294117647;0.340659340659	0.545454545455;0.64	1.0;1.0	0.526315789474;0.638888888889	1.0;0.981818181818	0	0	0	0	0	0	0	0.372881355932;0.263157894737
Bin99750000	0	1.0;1.0	0	0.387755102041;0.447368421053	0.545454545455;0.536585365854	0.442307692308;0.424528301887	1.0;1.0	0	0.425;0.377777777778	1.0;1.0	0	0	1.0;0.976744186047	1.0;1.0	0.471428571429;0.339622641509	0	0	0	0	0	0	0	0.43137254902;0.709677419355
Bin100000000	0.574468085106;0.6	0.586206896552;0.43661971831	0.561797752809;0.352112676056	0.58;0.595744680851	0.970588235294;0.962962962963	1.0;1.0	1.0;1.0	1.0;1.0	0.575;0.425	0.458333333333;0.534482758621	1.0;1.0	0.4;0.7	0	0	1.0;1.0	0	0	0	0	0	0	0	1.0;1.0
Bin100250000	1.0;1.0	1.0;1.0	0.813559322034;0.764705882353	0.447058823529;0.44262295082	0	0.846153846154;0.784810126582	0.540540540541;0.446428571429	0	0.426356589147;0.470588235294	0	0	0.265306122449;0.272727272727	0	0.358490566038;0.391304347826	0.489795918367;0.361111111111	0	0	0	0	0	0	0	0.548387096774;0.5
Bin100500000	1.0;1.0	0	1.0;1.0	0.473684210526;0.463414634146	0	0	1.0;1.0	0.453703703704;0.327102803738	0.548387096774;0.420560747664	0	1.0;1.0	0.516853932584;0.366666666667	0.390804597701;0.4	0.406779661017;0.469387755102	1.0;1.0	0	0	0	0	0	0	0	1.0;1.0
Bin100750000	1.0;1.0	0.58064516129;0.342857142857	0.65;0.510204081633	0	0	0.549019607843;0.378787878788	0.8;0.864864864865	1.0;1.0	1.0;1.0	0	1.0;1.0	1.0;1.0	1.0;1.0	0.5;0.338983050847	0.979797979798;1.0	0	0	0	0	0	0	0	0.642335766423;0.350877192982
Bin101000000	0.354838709677;0.384615384615	0.48623853211;0.487179487179	0.5;0.307692307692	0	0	0.543307086614;0.459183673469	0.628571428571;0.627906976744	0.59649122807;0.673913043478	0.981481481481;1.0	1.0;1.0	0	0.493333333333;0.560283687943	0.292682926829;0.211267605634	1.0;1.0	0.5;0.72131147541	0	0	0	0	0	0	0	0.613636363636;0.527777777778
Bin101250000	1.0;1.0	0	1.0;1.0	0.556603773585;0.444444444444	0	0.493827160494;0.584905660377	0.418604651163;0.578947368421	1.0;1.0	1.0;1.0	0.533980582524;0.651162790698	1.0;1.0	0.605263157895;0.431818181818	0.986301369863;1.0	0.243902439024;0.393939393939	0.413793103448;0.678571428571	0	0	0	0	0	0	0	0.561403508772;0.234042553191
Bin101500000	1.0;1.0	0.666666666667;0.509090909091	1.0;0.989010989011	0	0.578125;0.654545454545	0	0.972222222222;1.0	0.305084745763;0.382978723404	1.0;1.0	0.321428571429;0.583333333333	0.554054054054;0.458333333333	1.0;1.0	0.431034482759;0.545454545455	0.41935483871;0.391304347826	0.448648648649;0.591397849462	0	0	0	0	0	0	0	0
Bin101750000	1.0;1.0	0.576923076923;0.569444444444	0	0	1.0;1.0	0	0.494949494949;0.541176470588	0.461538461538;0.360655737705	0.267441860465;0.333333333333	1.0;1.0	0.508474576271;0.483333333333	0.5;0.463414634146	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0.546391752577;0.5
Bin102000000	0	1.0;1.0	1.0;1.0	0.417475728155;0.486842105263	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0.490196078431;0.53488372093	0.51724137931;0.435897435897	0.42;0.318181818182	0	0	0.496;0.575757575758	0	0	0	0	0	0	0	0
Bin102250000	0.481818181818;0.491228070175	0	0	0	1.0;1.0	0	0.525;0.546666666667	0	0	0.5234375;0.481927710843	0.537974683544;0.5	0.509259259259;0.530120481928	0.61038961039;0.607142857143	0.413978494624;0.441176470588	1.0;0.988235294118	0	0	0	0	0	0	0	0.282608695652;0.526315789474
Bin102500000	0	0	0	0	0	0.503816793893;0.340909090909	1.0;1.0	1.0;1.0	0.302325581395;0.387096774194	1.0;1.0	1.0;1.0	0	0	1.0;1.0	0.33606557377;0.295238095238	0	0	0	0	0	0	0	1.0;0.994047619048
Bin102750000	0.380952380952;0.41935483871	0.521739130435;0.502145922747	0	1.0;1.0	0.563025210084;0.466216216216	0	0.994382022472;1.0	0	0.235294117647;0.294117647059	0.333333333333;0.434210526316	0.489361702128;0.653333333333	0.348837209302;0.5625	0	0.419642857143;0.4	0	0	0	0	0	0	0	0	1.0;1.0
Bin103000000	0	0.545454545455;0.492753623188	0	1.0;1.0	0	1.0;1.0	0.53125;0.4	1.0;1.0	1.0;1.0	0.824561403509;0.890909090909	1.0;1.0	0.538461538462;0.650485436893	0	0.5;0.583333333333	0	0	0	0	0	0	0	0	0.466216216216;0.272727272727
Bin103250000	0.280821917808;0.227272727273	0.549019607843;0.424657534247	0	0.458333333333;0.444444444444	0	0	1.0;1.0	0.9125;0.833333333333	0.619047619048;0.487179487179	0.485148514851;0.5	0.972972972973;1.0	0.510791366906;0.488888888889	0.5125;0.404255319149	1.0;1.0	0	0	0	0	0	0	0	0	1.0;0.970588235294
Bin103500000	0	0	0	0.58904109589;0.551020408163	0	0	1.0;1.0	0.492753623188;0.26	0.56;0.568965517241	1.0;1.0	0	0	0.460526315789;0.555555555556	0.394736842105;0.424242424242	0	0	0	0	0	0	0	0	0
Bin103750000	0	0	0.542372881356;0.62962962963	0.478494623656;0.5	0	0	0.509433962264;0.378378378378	0.377358490566;0.323943661972	1.0;1.0	1.0;1.0	0.428571428571;0.392857142857	0.540540540541;0.342105263158	0	1.0;1.0	0	0	0	0	0	0	0	0	0
Bin104000000	0.48128342246;0.374384236453	0.582089552239;0.577777777778	0	0.457142857143;0.461538461538	0	0	0	0.365384615385;0.311111111111	0.393442622951;0.574074074074	0.422222222222;0.5	0	0.497206703911;0.285714285714	0	1.0;1.0	0	0	0	0	0	0	0	0	0
Bin104250000	1.0;1.0	0	0	1.0;1.0	0	0	1.0;1.0	0.68085106383;0.552631578947	0.567567567568;0.606060606061	1.0;1.0	0	0.588235294118;0.555555555556	0	0.430051813472;0.462121212121	0	0	0	0	0	0	0	0	0.94696969697;0.85
Bin104500000	0	0	0	1.0;1.0	0	0	0.495652173913;0.493975903614	0	0	1.0;1.0	0	0.971014492754;1.0	0	0.514018691589;0.397435897436	0	0	0	0	0	0	0	0	1.0;1.0
Bin104750000	1.0;1.0	0	0	0	0	0	0.703703703704;0.388888888889	1.0;1.0	0	0.434782608696;0.342105263158	0.557522123894;0.549450549451	0.515873015873;0.345679012346	0	0	0	0	0	0	0	0	0	0	0
Bin105000000	0	0	0.979591836735;1.0	0	0	0.527777777778;0.471698113208	0.992307692308;1.0	0	0	1.0;1.0	0.454545454545;0.405405405405	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0.52;0.333333333333
Bin105250000	0	0.992424242424;1.0	1.0;1.0	1.0;1.0	0	0.968253968254;0.924050632911	0	0.538461538462;0.222222222222	0.613333333333;0.59375	0.757575757576;0.76	0	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0	0	0	0
Bin105500000	0	0	0.589743589744;0.411764705882	0	0	1.0;1.0	1.0;1.0	0	0	0.355555555556;0.45	0	0.59375;0.45	0	0.642857142857;0.5	0	0	0	0	0	0	0	0	0
Bin105750000	0	0.377049180328;0.358208955224	0	0	0.475409836066;0.521126760563	0.546666666667;0.423076923077	0.429824561404;0.527777777778	0	0.516129032258;0.40625	0.38961038961;0.366666666667	0.480392156863;0.529411764706	0.469696969697;0.536585365854	0	0.511111111111;0.294117647059	0	0	0	0	0	0	0	0	0
Bin106000000	0	1.0;1.0	0	0.44262295082;0.487341772152	0	0.6;0.6	0	1.0;1.0	0	0.975;1.0	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0.620253164557;0.483870967742
Bin106250000	0.369863013699;0.223880597015	0	0	1.0;1.0	0	0	0	0.425;0.607594936709	0	0	0	0.357142857143;0.365079365079	0	1.0;1.0	0	0	0	0	0	0	0	0	0.380952380952;0.30985915493
Bin106500000	0.48;0.457627118644	1.0;1.0	1.0;1.0	0	0.486842105263;0.612612612613	0.388888888889;0.631578947368	0.517543859649;0.444444444444	0	0.540816326531;0.592592592593	0	0.444;0.466666666667	0.543252595156;0.35046728972	0	0	0	0	0	0	0	0	0	0	0
Bin106750000	0	0.606060606061;0.617647058824	1.0;1.0	1.0;1.0	0	0.993055555556;1.0	0.473684210526;0.43137254902	0	0.25;0.490566037736	0	0.474576271186;0.54347826087	0	0	0.37012987013;0.367521367521	0	0	0	0	0	0	0	0	0
Bin107000000	0	1.0;1.0	0.568965517241;0.300884955752	0.6;0.432692307692	0.491525423729;0.314285714286	1.0;1.0	0.54;0.567567567568	0	0	0	0.595238095238;0.471698113208	0	1.0;1.0	0.392523364486;0.323943661972	0	0	0	0	0	0	0	0	0.602409638554;0.647058823529
Bin107250000	0	0.5;0.401785714286	1.0;1.0	0.54347826087;0.491525423729	0	0.467289719626;0.404580152672	0.452830188679;0.445945945946	0	1.0;1.0	0.323529411765;0.416666666667	0.442477876106;0.536585365854	1.0;0.977272727273	1.0;1.0	0.701298701299;0.448979591837	0	0	0	0	0	0	0	0	1.0;1.0
Bin107500000	0.53488372093;0.5	0.983870967742;1.0	0.517647058824;0.621359223301	0	0	0	0.515151515152;0.5	1.0;1.0	0.552380952381;0.5	0	0.481481481481;0.333333333333	0.451127819549;0.319327731092	1.0;1.0	0	0	0	0	0	0	0	0	0	0
Bin107750000	1.0;1.0	0	1.0;1.0	0.294117647059;0.466666666667	0	1.0;1.0	0.377049180328;0.521739130435	0.992248062016;1.0	0	0	1.0;1.0	0	0.380597014925;0.461538461538	0	0	0	0	0	0	0	0	0	0.530612244898;0.4375
Bin108000000	0.471544715447;0.579439252336	0	1.0;1.0	0.358974358974;0.480769230769	0	0.303571428571;0.387096774194	0.420118343195;0.591836734694	0	0.572727272727;0.554054054054	0	1.0;0.972972972973	0.34375;0.565217391304	0	0	0	0	0	0	0	0	0	0	0
Bin108250000	1.0;1.0	0.479591836735;0.566666666667	0.454545454545;0.623188405797	0	1.0;1.0	0.462962962963;0.421052631579	0	1.0;1.0	0.488888888889;0.653333333333	1.0;1.0	0.504672897196;0.435897435897	0	0	0	0	0	0	0	0	0	0	0	0
Bin108500000	0.560975609756;0.466666666667	0.395604395604;0.48275862069	0.486842105263;0.345679012346	0.533834586466;0.371212121212	1.0;1.0	0.484210526316;0.509433962264	0.264705882353;0.435897435897	0	0.323529411765;0.365853658537	0	0.528925619835;0.5	0.478873239437;0.314814814815	0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin108750000	1.0;1.0	0.459459459459;0.466666666667	0.646341463415;0.666666666667	1.0;1.0	0	0.416666666667;0.457142857143	0	0.48;0.632478632479	0	0	0	0.979166666667;0.970588235294	0.50495049505;0.571428571429	0	0	0	0	0	0	0	0	0	0.391534391534;0.294573643411
Bin109000000	0.8;0.92	0.508928571429;0.333333333333	1.0;1.0	1.0;0.979166666667	0.52380952381;0.459459459459	0.475;0.632653061224	0	0	0	0	0	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0
Bin109250000	0.451219512195;0.426470588235	1.0;1.0	0	1.0;1.0	0	0	1.0;1.0	0.683333333333;0.9	0	0	0	0.470588235294;0.333333333333	0.442105263158;0.493150684932	0	0	0	0	0	0	0	0	0	0.445945945946;0.230769230769
Bin109500000	1.0;1.0	1.0;1.0	0.987654320988;1.0	0.403846153846;0.527272727273	0	1.0;1.0	0.421875;0.516666666667	1.0;1.0	0	0.34375;0.309523809524	0	0.417721518987;0.391891891892	0.480519480519;0.508474576271	0	0	0	0	0	0	0	0	0	0.585365853659;0.590909090909
Bin109750000	1.0;1.0	0	0	0.518518518519;0.484076433121	0.537313432836;0.340425531915	1.0;1.0	0	0	0.692307692308;0.588235294118	0	0	0.513986013986;0.665322580645	0.714285714286;0.466666666667	0	0	0	0	0	0	0	0	0	0.589285714286;0.578947368421
Bin110000000	0.919540229885;0.911392405063	0	0	0.363636363636;0.478632478632	0.496;0.457142857143	0.574468085106;0.538461538462	0	0	0.575757575758;0.230769230769	0	0.523364485981;0.4	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0
Bin110250000	1.0;1.0	0.978723404255;0.967741935484	0	1.0;1.0	0.567010309278;0.512195121951	1.0;1.0	0.404761904762;0.486486486486	0.550561797753;0.383333333333	0	0	1.0;1.0	1.0;1.0	0.960784313725;1.0	0	0	0	0	0	0	0	0	0	1.0;1.0
Bin110500000	1.0;0.989583333333	0	0	1.0;1.0	0.986666666667;0.96875	0.386666666667;0.46875	0.460526315789;0.407407407407	0.339622641509;0.351351351351	0	0	0.306451612903;0.725490196078	0	0	0	0	0	0	0	0	0	0	0	0.245098039216;0.311475409836
Bin110750000	0.546218487395;0.639344262295	0.981481481481;1.0	0	0.470588235294;0.422222222222	0.59477124183;0.272727272727	0.44776119403;0.494845360825	0	0	0	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0
Bin111000000	0.382978723404;0.584905660377	0.462962962963;0.445945945946	0	1.0;1.0	1.0;1.0	0.308823529412;0.46511627907	0.494505494505;0.535593220339	0	0	0	0.513513513514;0.628571428571	0.933333333333;0.973333333333	0.412371134021;0.546875	0	0	0	0	0	0	0	0	0	0
Bin111250000	0.536585365854;0.53125	0	1.0;1.0	0.480392156863;0.440476190476	0.528571428571;0.369230769231	0	0.906976744186;0.933333333333	0	1.0;1.0	1.0;0.975	1.0;0.972222222222	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0	0	0	0
Bin111500000	1.0;0.984375	1.0;1.0	0.5;0.425925925926	1.0;1.0	0.413333333333;0.472727272727	0.809523809524;0.805555555556	0	0	0.448275862069;0.567567567568	0.476923076923;0.630434782609	1.0;1.0	0	0.586206896552;0.447368421053	0	0	0	0	0	0	0	0	0	0.598591549296;0.620689655172
Bin111750000	0.457943925234;0.57264957265	0.467741935484;0.628099173554	0.526315789474;0.612903225806	0.5;0.466666666667	0	1.0;1.0	0.453333333333;0.533333333333	0	1.0;1.0	0.658536585366;0.47619047619	1.0;1.0	0	0.271186440678;0.31914893617	0	0	0	0	0	0	0	0	0	0
Bin112000000	0.509090909091;0.41935483871	0.283950617284;0.394736842105	1.0;1.0	0	0.34;0.547619047619	0.983050847458;1.0	0.513333333333;0.431137724551	0	0.493421052632;0.446153846154	0.438202247191;0.466666666667	1.0;1.0	0.909090909091;0.813953488372	0	0	0	0	0	0	0	0	0	0	0
Bin112250000	0.5625;0.5	0	0.993506493506;0.994011976048	0	1.0;1.0	0.414634146341;0.40350877193	0.542372881356;0.569230769231	0	1.0;0.972972972973	1.0;1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin112500000	0	0.657142857143;0.433333333333	1.0;1.0	0	0	0.428571428571;0.588235294118	1.0;1.0	0	0.496815286624;0.474452554745	0.542168674699;0.533333333333	0	0	0.427272727273;0.577464788732	0	0	0	0	0	0	0	0	0	0
Bin112750000	1.0;1.0	1.0;1.0	0.443181818182;0.619047619048	0	0.458333333333;0.448979591837	0.508771929825;0.508474576271	0.581395348837;0.5	0	1.0;1.0	0	0.852941176471;0.875	0.446601941748;0.64	0	0	0	0	0	0	0	0	0	0	0
