Bin	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X
Bin19250000	0.5;0.65	0	0	0	0	0	0	1.0;1.0	1.0;1.0	0.473333333333;0.583333333333	0	1.0;1.0	0.44776119403;0.275	1.0;0.990099009901	0	0.567567567568;0.5	1.0;1.0	1.0;1.0	0.5;0.628205128205	0.429347826087;0.480620155039	0	0.542553191489;0.357142857143	1.0;1.0
Bin19500000	0.6375;0.574712643678	0	0.346153846154;0.466666666667	0	1.0;1.0	1.0;1.0	0	0.557692307692;0.612244897959	1.0;1.0	0	0	0.567567567568;0.666666666667	1.0;1.0	1.0;1.0	0	0.590909090909;0.679245283019	1.0;1.0	0	1.0;1.0	0.350649350649;0.440860215054	0.382978723404;0.30612244898	1.0;0.97619047619	0
Bin19750000	1.0;1.0	0	1.0;1.0	0	0	0.418181818182;0.367346938776	0.606060606061;0.333333333333	0.5;0.773333333333	0.409574468085;0.543624161074	1.0;1.0	1.0;1.0	0	1.0;1.0	0.426966292135;0.307692307692	0	1.0;1.0	0.584415584416;0.671428571429	0.393442622951;0.287878787879	0.891891891892;0.833333333333	0.508928571429;0.526315789474	0.582089552239;0.861111111111	0.338983050847;0.595505617978	0
Bin20000000	0.52380952381;0.46	0.384615384615;0.511111111111	0.436363636364;0.565217391304	0.989010989011;0.977528089888	0	0.8;0.789473684211	0.323529411765;0.265306122449	0.980392156863;1.0	0	0.378787878788;0.275862068966	0.911764705882;0.823529411765	0	0.533333333333;0.326923076923	0.305555555556;0.257142857143	0.504587155963;0.4375	0	0.267175572519;0.563636363636	0	1.0;1.0	0.369565217391;0.333333333333	0.326530612245;0.75	0.435897435897;0.684210526316	0
Bin20250000	1.0;1.0	1.0;1.0	0	0.56338028169;0.42774566474	1.0;1.0	0.420289855072;0.414634146341	0.536585365854;0.506024096386	0	0	0.51;0.544642857143	1.0;1.0	0	1.0;1.0	0.4;0.4375	0.700636942675;0.518181818182	1.0;1.0	0.437908496732;0.287878787879	0	0	0.4;0.43137254902	0	0.505263157895;0.54954954955	0
Bin20500000	0.442307692308;0.45652173913	1.0;1.0	0	0.333333333333;0.341463414634	0	0	1.0;1.0	0	1.0;1.0	0.38961038961;0.513513513514	0.511904761905;0.409090909091	1.0;1.0	1.0;1.0	0.5;0.694915254237	0.298850574713;0.336956521739	0.534246575342;0.678260869565	0.384615384615;0.354838709677	1.0;1.0	1.0;1.0	0	0.555555555556;0.844444444444	0.984126984127;0.980769230769	0
Bin20750000	0.605263157895;0.592592592593	0.575757575758;0.403846153846	0	0.44;0.535714285714	0	0	0.958041958042;0.980676328502	0	1.0;1.0	0	1.0;1.0	0.534090909091;0.37037037037	1.0;1.0	0.570093457944;0.556818181818	0.653571428571;0.626334519573	0.496062992126;0.581560283688	1.0;1.0	0.442857142857;0.526315789474	1.0;1.0	0	0	0.466666666667;0.313868613139	0
Bin21000000	0.484848484848;0.35	0.4375;0.54347826087	0	0	0	0.463414634146;0.629370629371	0	0	0.438596491228;0.46875	0.453846153846;0.493975903614	0	0.514285714286;0.585365853659	0.40404040404;0.46875	0.621212121212;0.413043478261	0.333333333333;0.289473684211	0.542857142857;0.617647058824	0.4;0.410256410256	1.0;1.0	1.0;1.0	0.893617021277;0.88679245283	0.980769230769;0.961538461538	1.0;1.0	0
Bin21250000	0.488888888889;0.714285714286	1.0;1.0	1.0;1.0	0	1.0;0.993103448276	0	1.0;1.0	0	0.846153846154;0.938775510204	0.41975308642;0.545454545455	0.444444444444;0.516949152542	1.0;1.0	0.4;0.373333333333	0.446428571429;0.333333333333	0.302419354839;0.373626373626	0.450980392157;0.378378378378	0.506666666667;0.71875	1.0;1.0	1.0;0.981818181818	0.52380952381;0.509803921569	0	0.766355140187;0.756097560976	0
Bin21500000	1.0;1.0	0	0	0	0.53125;0.478260869565	0.614718614719;0.451219512195	0.512195121951;0.368421052632	0	0.572368421053;0.490566037736	0	1.0;1.0	0.46;0.348837209302	1.0;1.0	1.0;1.0	0	1.0;1.0	0.428571428571;0.711111111111	1.0;1.0	0.764705882353;0.366666666667	0	0	0.45;0.372881355932	0.576923076923;0.608108108108
Bin21750000	0.657142857143;0.6	0	0	1.0;1.0	1.0;0.989361702128	0	1.0;1.0	0.5625;0.336283185841	0.666666666667;0.510416666667	0	0	0.405405405405;0.575	0.702127659574;0.731707317073	1.0;1.0	0.729166666667;0.710526315789	0.21897810219;0.34126984127	0.5;0.648648648649	0	0.561151079137;0.5625	0	1.0;1.0	1.0;1.0	0.480263157895;0.379032258065
Bin22000000	0.46017699115;0.390243902439	0	0	0	1.0;1.0	0	1.0;1.0	1.0;0.98275862069	0.394736842105;0.522727272727	0	0.508064516129;0.294117647059	1.0;1.0	0.507462686567;0.333333333333	1.0;1.0	0.786516853933;0.80487804878	1.0;1.0	0.729166666667;0.769230769231	0.491379310345;0.526315789474	0.534482758621;0.303571428571	0	0.531914893617;0.288461538462	1.0;1.0	0.949152542373;0.968253968254
Bin22250000	1.0;1.0	0	0.512820512821;0.40625	1.0;0.967741935484	0	0	0.611111111111;0.52	0.403225806452;0.72	0.31746031746;0.490196078431	0	0.459770114943;0.347826086957	0.491525423729;0.670731707317	0.428571428571;0.5	0	0.634615384615;0.740384615385	0.80198019802;0.845360824742	0.927272727273;0.895833333333	0	1.0;1.0	1.0;1.0	0	0.282608695652;0.305084745763	0.423076923077;0.508771929825
Bin22500000	0	0	0.421052631579;0.612903225806	0.436363636364;0.516129032258	0	0	0.620512820513;0.605405405405	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0	0	0	1.0;1.0	0.416666666667;0.358974358974	0	0	1.0;1.0	0.58064516129;0.364864864865	0.463414634146;0.216216216216	1.0;1.0	0
Bin22750000	1.0;1.0	0	0	1.0;1.0	0	0	0.501886792453;0.469696969697	0.43137254902;0.244444444444	0	0.46511627907;0.469135802469	0	0.344262295082;0.560344827586	0	0	0.4375;0.513513513514	0.548387096774;0.347826086957	0	0.565217391304;0.365853658537	0.238709677419;0.242718446602	1.0;1.0	1.0;1.0	0.285714285714;0.243902439024	0
Bin23000000	1.0;1.0	0	0.555555555556;0.58064516129	0	0	0	0.494736842105;0.565217391304	0.4375;0.619565217391	0	0	0	0	0	0.291666666667;0.642857142857	1.0;1.0	0.418604651163;0.565789473684	0	0	1.0;1.0	0.970588235294;1.0	0	0	0.426470588235;0.64880952381
Bin23250000	0.359375;0.438356164384	0	0	0	0	0	1.0;1.0	1.0;1.0	0	1.0;1.0	0.957446808511;1.0	0	1.0;1.0	1.0;1.0	0.463855421687;0.276470588235	0.584415584416;0.4625	0	0	1.0;1.0	1.0;1.0	0	0.443396226415;0.48275862069	0.439024390244;0.541666666667
Bin23500000	0.5;0.4	0.974683544304;0.924528301887	0.438596491228;0.4	0	0.634615384615;0.526315789474	0	1.0;1.0	0.417218543046;0.676767676768	0.574074074074;0.594594594595	0.317073170732;0.253521126761	0	0.428571428571;0.507246376812	1.0;1.0	0.484848484848;0.483870967742	0.397727272727;0.567164179104	1.0;1.0	0	1.0;1.0	0.549295774648;0.346153846154	1.0;1.0	0	0.450980392157;0.344827586207	0.524590163934;0.31914893617
Bin23750000	0.683333333333;0.45	0.40625;0.488372093023	0.393939393939;0.216216216216	1.0;1.0	1.0;1.0	0.513888888889;0.333333333333	0.40127388535;0.304147465438	0	0	0	0	0	0.436708860759;0.365853658537	1.0;1.0	0.447368421053;0.75	1.0;1.0	0	0.457446808511;0.35632183908	1.0;1.0	0.475177304965;0.453125	0	0.642857142857;0.46511627907	0.528169014085;0.592857142857
Bin24000000	1.0;1.0	0.5;0.5	1.0;1.0	0	1.0;1.0	1.0;1.0	0	1.0;1.0	0	0	0	0	1.0;1.0	0.5;0.443396226415	0	0.53125;0.745762711864	0	0.690476190476;0.625	1.0;1.0	0	0	0.5;0.302325581395	1.0;1.0
Bin24250000	1.0;1.0	1.0;1.0	0	0	0	0.517482517483;0.398692810458	0	0.58064516129;0.685714285714	0	0.512195121951;0.490196078431	0	0	0.985074626866;0.966666666667	0.421052631579;0.242424242424	0.478260869565;0.43661971831	0.591549295775;0.727272727273	0	1.0;1.0	0.587378640777;0.629411764706	0	1.0;1.0	1.0;1.0	0.473684210526;0.532894736842
Bin24500000	0.567567567568;0.375	1.0;1.0	0	0	0	0.419161676647;0.396103896104	0.457831325301;0.409523809524	0.406976744186;0.8	0	0	0	0.535714285714;0.659090909091	0.991452991453;1.0	0.430769230769;0.511627906977	0.420454545455;0.392857142857	0.456310679612;0.466666666667	0	0.406779661017;0.296296296296	0	0	0	1.0;1.0	0.454545454545;0.353658536585
Bin24750000	0.428571428571;0.634615384615	1.0;1.0	0	0.513157894737;0.509433962264	0	1.0;1.0	0	1.0;1.0	0	0.642857142857;0.450704225352	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.28;0.355555555556	0.344827586207;0.324786324786	0	0	0	0.511111111111;0.509803921569	0.619047619048;0.778846153846	1.0;1.0	1.0;1.0
Bin25000000	1.0;1.0	1.0;0.99593495935	0	0.533333333333;0.427631578947	0.53488372093;0.4	0.469879518072;0.255639097744	0.518518518519;0.562091503268	0.486111111111;0.208333333333	0	0.571428571429;0.558441558442	0.461538461538;0.457142857143	0.573033707865;0.716417910448	0.392156862745;0.410256410256	1.0;1.0	0.471264367816;0.460674157303	0	0	0	0	0.663793103448;0.468253968254	0	0.515384615385;0.528846153846	0.435483870968;0.347826086957
Bin25250000	0	0.621621621622;0.4	0	1.0;1.0	0	1.0;1.0	0.59375;0.382352941176	1.0;1.0	0	0	0	1.0;1.0	1.0;1.0	0.528735632184;0.5	1.0;1.0	0.491228070175;0.255102040816	0.204301075269;0.269841269841	0	0	0.516129032258;0.525	0	0.574074074074;0.569892473118	0
Bin25500000	0.530612244898;0.388888888889	1.0;1.0	0.291666666667;0.574468085106	0.357142857143;0.41095890411	0	0.506666666667;0.486486486486	0.338709677419;0.285714285714	0.603773584906;0.258620689655	0.532258064516;0.448979591837	0.469387755102;0.395833333333	0	1.0;1.0	0.449735449735;0.525	1.0;1.0	0	0	1.0;1.0	0.48;0.417721518987	0	0.517482517483;0.367088607595	0	0.293706293706;0.220858895706	0
Bin25750000	0.507462686567;0.326315789474	0.380952380952;0.463414634146	1.0;1.0	0.529411764706;0.5	1.0;1.0	0.52808988764;0.384615384615	0	0.74025974026;0.790322580645	0	0.443181818182;0.477611940299	0	1.0;1.0	1.0;1.0	0.49504950495;0.477611940299	1.0;1.0	0	0.387283236994;0.567741935484	0	0	0.533653846154;0.413978494624	0	0.398148148148;0.364485981308	0
Bin26000000	0.387096774194;0.46875	1.0;1.0	0	0	0	0.441988950276;0.608108108108	0.463414634146;0.584615384615	0.519607843137;0.333333333333	0	0.488372093023;0.521739130435	0	1.0;1.0	0.473684210526;0.490909090909	0	0.559633027523;0.62	0	1.0;0.984615384615	1.0;1.0	0	1.0;1.0	0	0.551020408163;0.578125	0.391812865497;0.746987951807
Bin26250000	0.514851485149;0.6125	0.513888888889;0.519480519481	0	0	0	1.0;1.0	0.585798816568;0.345323741007	0.416666666667;0.829268292683	0	0.541176470588;0.423728813559	0.449275362319;0.355140186916	0.979166666667;1.0	1.0;1.0	0	0	0	0	0	0	0.25;0.298076923077	0	0.452830188679;0.676470588235	0
Bin26500000	0.470588235294;0.266666666667	1.0;1.0	0	0.467741935484;0.468085106383	0	0.510638297872;0.615384615385	0.507462686567;0.546875	0.5;0.230769230769	0	0.394736842105;0.5	1.0;1.0	0.461538461538;0.625	1.0;1.0	0	0	0	1.0;1.0	0	0	0	1.0;1.0	1.0;1.0	0.503311258278;0.558823529412
Bin26750000	0.395833333333;0.296703296703	1.0;1.0	0	0.553191489362;0.452380952381	0.432584269663;0.370629370629	1.0;1.0	0.547619047619;0.527272727273	0.540229885057;0.329268292683	0.391304347826;0.542168674699	0.464285714286;0.396551724138	0	0.475490196078;0.609195402299	0.492307692308;0.488888888889	0.989010989011;1.0	0.394736842105;0.234042553191	0	0.538461538462;0.34	0	0	0	0.405405405405;0.34375	0.390625;0.446153846154	0.486111111111;0.352941176471
Bin27000000	0.731707317073;0.462962962963	1.0;1.0	0	1.0;1.0	0	1.0;1.0	0.583333333333;0.460526315789	0.50625;0.731343283582	0.534246575342;0.415384615385	0.222222222222;0.311111111111	1.0;1.0	0.504672897196;0.340909090909	0.471337579618;0.480392156863	0	0.631578947368;0.571428571429	0.529411764706;0.314285714286	0.4;0.626865671642	0	0	0	1.0;1.0	0.996254681648;1.0	0
Bin27250000	1.0;1.0	1.0;1.0	0.561538461538;0.590361445783	0	0	1.0;1.0	0.459627329193;0.527093596059	0.954545454545;1.0	0.543859649123;0.44262295082	0.573426573427;0.48623853211	0.992424242424;0.990384615385	0.557823129252;0.575471698113	1.0;1.0	0	0	0.666666666667;0.264705882353	0.625;0.479166666667	0	0	0	0	0.6;0.52380952381	0.520504731861;0.484
Bin27500000	0.594059405941;0.395604395604	0.819047619048;0.772727272727	0.349206349206;0.435483870968	0	0	0	0.497142857143;0.527027027027	1.0;1.0	0.445086705202;0.372093023256	1.0;1.0	1.0;1.0	0.566666666667;0.354430379747	0.458333333333;0.541666666667	0	0	0.560606060606;0.391304347826	0.98275862069;1.0	0	0.594594594595;0.727272727273	0	0.445378151261;0.842105263158	0	0.444444444444;0.27027027027
Bin27750000	1.0;1.0	1.0;1.0	0	0	0	0.567567567568;0.666666666667	0	0.411214953271;0.755555555556	0	0.444444444444;0.58	1.0;1.0	1.0;1.0	0.418604651163;0.382352941176	0	1.0;1.0	1.0;1.0	0.428571428571;0.686868686869	0	0	0	0	0	0.55;0.654761904762
Bin28000000	0.547169811321;0.425	0.984615384615;1.0	0	0	0	0.851063829787;0.918367346939	0	0.395833333333;0.3	0	0.473684210526;0.464285714286	0.55;0.333333333333	0.432203389831;0.635514018692	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.38036809816;0.266129032258	0	1.0;1.0	0	1.0;1.0	0	0
Bin28250000	0.421568627451;0.666666666667	0	0.604651162791;0.463414634146	0	0	0.473684210526;0.31914893617	0.484848484848;0.502857142857	0.395833333333;0.777777777778	1.0;1.0	1.0;1.0	0	0	0.414285714286;0.3125	0	0.347826086957;0.352941176471	0.369565217391;0.354838709677	0.4375;0.554054054054	0	1.0;1.0	0	0.32183908046;0.241379310345	0.559440559441;0.564971751412	0
Bin28500000	0.739130434783;0.6	1.0;1.0	0.477611940299;0.645161290323	0	0	1.0;1.0	0	0.55;0.794117647059	0	0	0	0.53488372093;0.333333333333	0.411764705882;0.628571428571	0.544303797468;0.526315789474	0.555555555556;0.51724137931	0.550561797753;0.748251748252	0.525;0.490566037736	0.44;0.34693877551	1.0;1.0	0	1.0;1.0	0	0.904761904762;0.820512820513
Bin28750000	1.0;1.0	0.411764705882;0.575757575758	0	0.429090909091;0.487671232877	0.724137931034;0.329896907216	0	0.9125;0.931623931624	0.427419354839;0.659090909091	0	0.485074626866;0.386363636364	0	0	0.568345323741;0.470588235294	0	0.692307692308;0.651162790698	1.0;1.0	0.571428571429;0.392156862745	0.490909090909;0.48275862069	0	0	0	0	0.533783783784;0.408695652174
Bin29000000	1.0;1.0	0.575342465753;0.346153846154	0	0	0	1.0;1.0	1.0;1.0	0.520833333333;0.25	0	1.0;1.0	0	0	0.5;0.416666666667	0	0.585365853659;0.526315789474	0.40404040404;0.642857142857	0	0.526315789474;0.47191011236	0	0	0	0.988636363636;1.0	0
Bin29250000	1.0;1.0	1.0;1.0	0	0	0	0.570247933884;0.505154639175	0	0	0	0.915254237288;0.951048951049	0.576271186441;0.575757575758	0.496296296296;0.376068376068	0	0	0.469026548673;0.368421052632	1.0;1.0	1.0;1.0	1.0;1.0	1.0;0.975	0.388888888889;0.324324324324	0	0.44;0.380281690141	0
Bin29500000	0.438095238095;0.469026548673	1.0;1.0	0.567010309278;0.55421686747	0	0	0.496453900709;0.581395348837	0.247491638796;0.218836565097	0	0	0.553571428571;0.441860465116	0	0.527272727273;0.607142857143	0	0	0.424242424242;0.338028169014	1.0;1.0	1.0;1.0	0.45652173913;0.560975609756	0.979166666667;1.0	0.456790123457;0.349397590361	0	0.490196078431;0.519230769231	0
Bin29750000	0	0.991525423729;1.0	1.0;1.0	0	0.554455445545;0.666666666667	0.376344086022;0.609756097561	1.0;1.0	0.983739837398;1.0	0.5;0.421052631579	0.492063492063;0.5	0	0.469696969697;0.614678899083	1.0;1.0	0	0	0.45871559633;0.40782122905	0.421052631579;0.328767123288	0.2;0.209677419355	0	0.448275862069;0.573770491803	0.49593495935;0.732142857143	1.0;1.0	0
Bin30000000	0	1.0;1.0	0.484641638225;0.377906976744	0.548148148148;0.481751824818	0	0.495327102804;0.606557377049	0.508620689655;0.473053892216	0.473684210526;0.282608695652	0	0	0	0	1.0;1.0	0.449275362319;0.4375	0.292682926829;0.35	0.64406779661;0.746987951807	0.5;0.677777777778	0.514285714286;0.754098360656	1.0;1.0	0.395833333333;0.436170212766	0	0.485148514851;0.425287356322	0.537190082645;0.316831683168
Bin30250000	0	1.0;1.0	0	0	0.424657534247;0.448598130841	0.406976744186;0.548387096774	1.0;1.0	0.617283950617;0.2875	0	0.515151515152;0.438596491228	0.443037974684;0.492753623188	0.372093023256;0.314814814815	0.7;0.540540540541	0	0.440366972477;0.4375	0.444444444444;0.645161290323	0	0.535714285714;0.507692307692	1.0;1.0	0.617647058824;0.492753623188	0.522727272727;0.272	0.773333333333;0.835443037975	0.341463414634;0.681818181818
Bin30500000	0	0	0.538461538462;0.512820512821	0	0	1.0;1.0	0.74358974359;0.515625	1.0;1.0	0.538461538462;0.445544554455	1.0;1.0	0	0	0	0	1.0;1.0	1.0;1.0	0.450980392157;0.710526315789	0	0.777777777778;0.708333333333	0	0.995652173913;1.0	1.0;1.0	0.510791366906;0.606382978723
Bin30750000	0	1.0;1.0	0.471698113208;0.519230769231	0	0	0.510204081633;0.3625	0.440677966102;0.582278481013	1.0;1.0	0.960317460317;0.984615384615	1.0;1.0	0	1.0;1.0	0.478873239437;0.348837209302	0	0.587786259542;0.61797752809	1.0;1.0	1.0;1.0	1.0;1.0	0	0.490196078431;0.44262295082	0	1.0;1.0	1.0;1.0
Bin31000000	0.772727272727;0.605263157895	0.456790123457;0.523206751055	0	0.403846153846;0.716981132075	0	0.994252873563;1.0	0.722222222222;0.795918367347	0.457446808511;0.224	0	0.533333333333;0.607843137255	0	1.0;1.0	0.548780487805;0.442307692308	0	0.516129032258;0.777777777778	0.38829787234;0.624309392265	0	0.466666666667;0.642857142857	0	0.40404040404;0.398601398601	0	0.452380952381;0.55	1.0;1.0
Bin31250000	0.486842105263;0.4	0.281690140845;0.225806451613	1.0;1.0	0	0.632075471698;0.585365853659	0.56;0.64	0	0	0.945945945946;1.0	0	1.0;1.0	0.56862745098;0.634920634921	0.536585365854;0.628571428571	0.553571428571;0.564516129032	1.0;1.0	0.448598130841;0.590909090909	0.533333333333;0.333333333333	0	0	0.519801980198;0.528925619835	0	1.0;1.0	1.0;1.0
Bin31500000	0.987654320988;1.0	1.0;1.0	0.716666666667;0.575757575758	0	0.555555555556;0.576923076923	0.474358974359;0.416149068323	0.461538461538;0.521739130435	0	0	0	0	0.7;0.25	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.647058823529;0.652173913043	0	0	1.0;1.0	0.378048780488;0.202247191011	1.0;1.0	0.530973451327;0.552380952381
Bin31750000	0.533333333333;0.470588235294	0.969696969697;0.967741935484	0	0	0.333333333333;0.204545454545	0.430167597765;0.337209302326	0.443037974684;0.561797752809	0	0	1.0;1.0	1.0;1.0	0.482269503546;0.610738255034	1.0;1.0	0.405063291139;0.545454545455	0.46218487395;0.423913043478	1.0;1.0	0	0	0	0.483870967742;0.526315789474	1.0;1.0	0.510204081633;0.453333333333	1.0;1.0
Bin32000000	0.364583333333;0.610619469027	1.0;1.0	0.5;0.336956521739	0	1.0;1.0	0.512820512821;0.352941176471	0	0	0	0	1.0;1.0	0.40625;0.375	0.478991596639;0.448275862069	1.0;1.0	0	0.28;0.45	0	0	0	0.453781512605;0.449438202247	0.967741935484;0.982142857143	1.0;1.0	0.991150442478;1.0
Bin32250000	1.0;1.0	0.982142857143;1.0	0.370967741935;0.647058823529	0	1.0;1.0	0.555555555556;0.283333333333	0	0.4375;0.27868852459	0.473684210526;0.408602150538	0.462962962963;0.384615384615	0.479338842975;0.4	0	0.418181818182;0.355555555556	0.438202247191;0.414634146341	0.4;0.40350877193	0.223684210526;0.438356164384	0.4875;0.365384615385	0.431818181818;0.4	0	1.0;0.972602739726	0.509803921569;0.291666666667	0.518518518519;0.491379310345	0.568965517241;0.676470588235
Bin32500000	0.660377358491;0.545454545455	1.0;1.0	0.439024390244;0.545454545455	0	0.373493975904;0.38	1.0;1.0	0.575757575758;0.709677419355	0.514285714286;0.825	0.432432432432;0.46	1.0;1.0	0.5;0.47	0.526315789474;0.469387755102	1.0;1.0	0.975609756098;0.966101694915	0.469879518072;0.343434343434	0.666666666667;0.558823529412	0	0.362068965517;0.52808988764	0	1.0;0.992537313433	1.0;0.978723404255	0.493333333333;0.61	1.0;1.0
Bin32750000	0.44;0.488888888889	0.485714285714;0.4	0.478873239437;0.75	0	0.590163934426;0.349206349206	0.588235294118;0.392523364486	0.4;0.406593406593	0	0.512820512821;0.458333333333	1.0;1.0	0.46875;0.55737704918	0.53125;0.533333333333	0.503448275862;0.488372093023	0	0.30303030303;0.774193548387	0.227848101266;0.245614035088	0.486842105263;0.25	0.359712230216;0.333333333333	1.0;1.0	0.5125;0.580152671756	0.441747572816;0.287735849057	1.0;1.0	0
Bin33000000	0.509433962264;0.333333333333	0.497041420118;0.470149253731	1.0;1.0	1.0;1.0	0	0.333333333333;0.302325581395	1.0;0.971428571429	0.37984496124;0.743243243243	0.606060606061;0.677966101695	1.0;1.0	0.369230769231;0.352941176471	1.0;1.0	0.5;0.408163265306	0.990825688073;1.0	0.60162601626;0.558558558559	0.384615384615;0.574074074074	0	0.571428571429;0.542857142857	0.56;0.771428571429	0.314814814815;0.333333333333	0	0	1.0;1.0
Bin33250000	0.309523809524;0.225490196078	0.5;0.425925925926	1.0;1.0	0	0.469387755102;0.5	1.0;1.0	0.984126984127;1.0	0.295454545455;0.612903225806	0.348314606742;0.327731092437	0.338983050847;0.448979591837	0	0	0.545454545455;0.512820512821	0.6875;0.448979591837	0.532258064516;0.579710144928	0.309210526316;0.374045801527	1.0;0.9875	1.0;1.0	0.488636363636;0.305084745763	0.424528301887;0.515463917526	0.603773584906;0.684210526316	0.581395348837;0.375	0
Bin33500000	0.418181818182;0.597222222222	0.564516129032;0.576923076923	0.441176470588;0.416666666667	0	0.548387096774;0.341463414634	1.0;1.0	0.378640776699;0.395348837209	0.213333333333;0.325581395349	0.236842105263;0.243243243243	0.473684210526;0.388888888889	0.524096385542;0.535433070866	0	0.329545454545;0.304347826087	0	0	0.306569343066;0.386666666667	0.455882352941;0.276595744681	0.412844036697;0.509803921569	0.378048780488;0.508771929825	1.0;1.0	1.0;1.0	0	0
Bin33750000	0.44;0.552631578947	0.571428571429;0.375	0.421052631579;0.428571428571	0	0.583333333333;0.504587155963	0.504201680672;0.607142857143	0	0.576923076923;0.769230769231	0.519083969466;0.465346534653	0	0.393939393939;0.68253968254	0	0	0	0.482142857143;0.488888888889	0.567567567568;0.666666666667	0.563636363636;0.372549019608	0.340206185567;0.307692307692	0.486111111111;0.55	1.0;1.0	0.394736842105;0.212121212121	0.34;0.296296296296	0
Bin34000000	0.509433962264;0.525	0	0	0	0.951612903226;0.865384615385	0.492753623188;0.547169811321	0.469387755102;0.537313432836	0	0.4;0.333333333333	0	1.0;1.0	1.0;1.0	0	0	0.909090909091;0.92	0	0.5;0.675324675325	0.48275862069;0.56	0.395833333333;0.4	0.355555555556;0.492063492063	1.0;1.0	0	0
Bin34250000	1.0;1.0	0	0	0	0	1.0;1.0	0	0	0.540540540541;0.788461538462	0.578947368421;0.526315789474	0.473684210526;0.309090909091	1.0;0.984	0.553191489362;0.673913043478	1.0;1.0	0.990196078431;1.0	1.0;1.0	0.526315789474;0.375	0.41958041958;0.346153846154	0.540983606557;0.55	0	0.479674796748;0.75	0	0
